icao;city_icao;country;country_code
KNRS;Imperial Beach (KNRS);United States;US
KNSE;Milton (KNSE);United States;US
KNSI;San Nicolas Island (KNSI);United States;US
KNTD;Oxnard (KNTD);United States;US
KNTU;Virginia Beach (KNTU);United States;US
KNUC;San Clemente Island (KNUC);United States;US
KNUI;St Inigoes (KNUI);United States;US
KNUQ;Mountain View (KNUQ);United States;US
KNUW;Oak Harbor (KNUW);United States;US
KNVD;Nevada (KNVD);United States;US
KNWL;Corpus Christi (KNWL);United States;US
KNXP;Twentynine Palms (KNXP);United States;US
KNY0;Johnstown (KNY0);United States;US
KNY1;Ghent (KNY1);United States;US
KNYG;Quantico (KNYG);United States;US
KNYL;Yuma (KNYL);United States;US
KNZY;San Diego (KNZY);United States;US
KO02;Beckwourth (KO02);United States;US
KO03;Morgantown (KO03);United States;US
KO05;Chester (KO05);United States;US
KO08;Colusa (KO08);United States;US
KO09;Covelo (KO09);United States;US
KO13;Erick (KO13);United States;US
KO14;Ninnekah (KO14);United States;US
KO15;Turlock (KO15);United States;US
KO16;Garberville (KO16);United States;US
KO18;Inola (KO18);United States;US
KO19;Eureka (KO19);United States;US
KO20;Lodi (KO20);United States;US
KO21;Hoopa (KO21);United States;US
KO22;Columbia (KO22);United States;US
KO24;Lee Vining (KO24);United States;US
KO26;Lone Pine (KO26);United States;US
KO27;Oakdale (KO27);United States;US
KO28;Willits (KO28);United States;US
KO32;Reedley (KO32);United States;US
KO33;Eureka (KO33);United States;US
KO35;Hollis (KO35);United States;US
KO37;Orland (KO37);United States;US
KO38;Owasso (KO38);United States;US
KO39;Ravendale (KO39);United States;US
KO41;Woodland (KO41);United States;US
KO42;Woodlake (KO42);United States;US
KO43;Yerington (KO43);United States;US
KO44;Lexington (KO44);United States;US
KO45;Hooker (KO45);United States;US
KO46;Weed (KO46);United States;US
KO47;Prague (KO47);United States;US
KO52;Yuba City (KO52);United States;US
KO53;Medford (KO53);United States;US
KO54;Weaverville (KO54);United States;US
KO55;Bieber (KO55);United States;US
KO57;Bridgeport (KO57);United States;US
KO59;Cedarville (KO59);United States;US
KO60;Cloverdale (KO60);United States;US
KO61;Cameron Park (KO61);United States;US
KO62;Enterprise (KO62);United States;US
KO65;Okeene (KO65);United States;US
KO69;Petaluma (KO69);United States;US
KO74;Mount Victory (KO74);United States;US
KO79;Sierraville (KO79);United States;US
KO81;Tulelake (KO81);United States;US
KO85;Redding (KO85);United States;US
KO86;Trinity Center (KO86);United States;US
KO88;Rio Vista (KO88);United States;US
KO89;Fall River Mills (KO89);United States;US
KOAJ;Jacksonville (KOAJ);United States;US
KOAK;Oakland (KOAK);United States;US
KOAR;Marina (KOAR);United States;US
KOBE;Okeechobee (KOBE);United States;US
KOBI;Woodbine (KOBI);United States;US
KOCF;Ocala (KOCF);United States;US
KOCH;Nacogdoches (KOCH);United States;US
KOCQ;Oconto (KOCQ);United States;US
KOCW;Washington (KOCW);United States;US
KODO;Odessa (KODO);United States;US
KODX;Ord (KODX);United States;US
KOEB;Coldwater (KOEB);United States;US
KOEL;Oakley (KOEL);United States;US
KOEO;Osceola (KOEO);United States;US
KOFF;Omaha (KOFF);United States;US
KOFK;Norfolk (KOFK);United States;US
KOFP;Richmond/Ashland (KOFP);United States;US
KOGA;Ogallala (KOGA);United States;US
KOGB;Orangeburg (KOGB);United States;US
KOGD;Ogden (KOGD);United States;US
KOGM;Ontonagon (KOGM);United States;US
KOGS;Ogdensburg (KOGS);United States;US
KOIC;Norwich (KOIC);United States;US
KOIN;Oberlin (KOIN);United States;US
KOJA;Weatherford (KOJA);United States;US
KOJC;Olathe (KOJC);United States;US
KOKB;Oceanside (KOKB);United States;US
KOKC;Oklahoma City (KOKC);United States;US
KOKH;Oak Harbor (KOKH);United States;US
KOKK;Kokomo (KOKK);United States;US
KOKM;Okmulgee (KOKM);United States;US
KOKS;Oshkosh (KOKS);United States;US
KOKV;Winchester (KOKV);United States;US
KOKZ;Sandersville (KOKZ);United States;US
KOLD;Old Town (KOLD);United States;US
KOLE;Olean (KOLE);United States;US
KOLF;Wolf Point (KOLF);United States;US
KOLG;Solon Springs (KOLG);United States;US
KOLM;Olympia (KOLM);United States;US
KOLS;Nogales (KOLS);United States;US
KOLU;Columbus (KOLU);United States;US
KOLV;Olive Branch (KOLV);United States;US
KOLY;Olney-Noble (KOLY);United States;US
KOLZ;Oelwein (KOLZ);United States;US
KOMA;Omaha (KOMA);United States;US
KOMH;Orange (KOMH);United States;US
KOMK;Omak (KOMK);United States;US
KOMN;Ormond Beach (KOMN);United States;US
KONA;Winona (KONA);United States;US
KONL;O'Neill (KONL);United States;US
KONM;Socorro (KONM);United States;US
KONO;Ontario (KONO);United States;US
KONP;Newport (KONP);United States;US
KONT;Ontario (KONT);United States;US
KONX;Currituck (KONX);United States;US
KONY;Olney (KONY);United States;US
KONZ;Detroit/Grosse Ile (KONZ);United States;US
KOOA;Oskaloosa (KOOA);United States;US
KOPF;Miami (KOPF);United States;US
KOPL;Opelousas (KOPL);United States;US
KOPN;Thomaston (KOPN);United States;US
KOQN;West Chester (KOQN);United States;US
KOQU;North Kingstown (KOQU);United States;US
KOQW;Maquoketa (KOQW);United States;US
KOR8;Imnaha (KOR8);United States;US
KOR9;Imnaha (KOR9);United States;US
KORB;Orr (KORB);United States;US
KORD;Chicago (KORD);United States;US
KORE;Orange (KORE);United States;US
KORF;Norfolk (KORF);United States;US
KORG;Orange (KORG);United States;US
KORH;Worcester (KORH);United States;US
KORI;Port Lions (KORI);United States;US
KORK;North Little Rock (KORK);United States;US
KORL;Orlando (KORL);United States;US
KORS;Eastsound (KORS);United States;US
KOSA;Mount Pleasant (KOSA);United States;US
KOSC;Oscoda (KOSC);United States;US
KOSH;Oshkosh (KOSH);United States;US
KOSU;Columbus (KOSU);United States;US
KOSX;Kosciusko (KOSX);United States;US
KOTG;Worthington (KOTG);United States;US
KOTH;North Bend (KOTH);United States;US
KOTM;Ottumwa (KOTM);United States;US
KOUN;Norman (KOUN);United States;US
KOVE;Oroville (KOVE);United States;US
KOVL;Olivia (KOVL);United States;US
KOVO;North Vernon (KOVO);United States;US
KOVS;Boscobel (KOVS);United States;US
KOWA;Owatonna (KOWA);United States;US
KOWB;Owensboro (KOWB);United States;US
KOWD;Norwood (KOWD);United States;US
KOWI;Ottawa (KOWI);United States;US
KOWK;Norridgewock (KOWK);United States;US
KOWP;Sand Springs (KOWP);United States;US
KOWX;Ottawa (KOWX);United States;US
KOXB;Ocean City (KOXB);United States;US
KOXC;Oxford (KOXC);United States;US
KOXD;Oxford (KOXD);United States;US
KOXI;Knox (KOXI);United States;US
KOXR;Oxnard (KOXR);United States;US
KOXV;Knoxville (KOXV);United States;US
KOYM;St Marys (KOYM);United States;US
KOZA;Ozona (KOZA);United States;US
KOZR;Fort Rucker/Ozark (KOZR);United States;US
KOZS;Camdenton (KOZS);United States;US
KOZW;Howell (KOZW);United States;US
KP01;Ajo (KP01);United States;US
KP03;Douglas (KP03);United States;US
KP04;Bisbee (KP04);United States;US
KP08;Coolidge (KP08);United States;US
KP10;Polacca (KP10);United States;US
KP13;Globe (KP13);United States;US
KP14;Holbrook (KP14);United States;US
KP15;Pittsfield (KP15);United States;US
KP17;Breezewood (KP17);United States;US
KP19;Chandler (KP19);United States;US
KP20;Parker (KP20);United States;US
KP23;Seligman (KP23);United States;US
KP29;Tombstone (KP29);United States;US
KP33;Willcox (KP33);United States;US
KP34;Mifflintown (KP34);United States;US
KP45;Mount Pleasant (KP45);United States;US
KP52;Cottonwood (KP52);United States;US
KP91;Germansville (KP91);United States;US
KP96;Jersey Shore (KP96);United States;US
KP97;Schoolcraft (KP97);United States;US
KPAE;Everett (KPAE);United States;US
KPAH;Paducah (KPAH);United States;US
KPAM;Panama City (KPAM);United States;US
KPAN;Payson (KPAN);United States;US
KPAO;Palo Alto (KPAO);United States;US
KPBF;Pine Bluff (KPBF);United States;US
KPBG;Plattsburgh (KPBG);United States;US
KPBH;Phillips (KPBH);United States;US
KPBI;West Palm Beach (KPBI);United States;US
KPBX;Pikeville (KPBX);United States;US
KPCD;Perryville (KPCD);United States;US
KPCM;Plant City (KPCM);United States;US
KPCW;Port Clinton (KPCW);United States;US
KPCZ;Waupaca (KPCZ);United States;US
KPDC;Prairie Du Chien (KPDC);United States;US
KPDK;Atlanta (KPDK);United States;US
KPDT;Pendleton (KPDT);United States;US
KPDX;Portland (KPDX);United States;US
KPEA;Pella (KPEA);United States;US
KPEO;Penn Yan (KPEO);United States;US
KPEQ;Pecos (KPEQ);United States;US
KPEX;Paynesville (KPEX);United States;US
KPEZ;Pleasanton (KPEZ);United States;US
KPFC;Pacific City (KPFC);United States;US
KPG1;Levant (KPG1);United States;US
KPGA;Page (KPGA);United States;US
KPGD;Punta Gorda (KPGD);United States;US
KPGM;Port Graham (KPGM);United States;US
KPGR;Paragould (KPGR);United States;US
KPGV;Greenville (KPGV);United States;US
KPHD;New Philadelphia (KPHD);United States;US
KPHF;Newport News (KPHF);United States;US
KPHG;Phillipsburg (KPHG);United States;US
KPHH;Andrews (KPHH);United States;US
KPHK;Pahokee (KPHK);United States;US
KPHL;Philadelphia (KPHL);United States;US
KPHN;Port Huron (KPHN);United States;US
KPHP;Philip (KPHP);United States;US
KPHT;Paris (KPHT);United States;US
KPHX;Phoenix (KPHX);United States;US
KPIA;Peoria (KPIA);United States;US
KPIB;Hattiesburg-Laurel (KPIB);United States;US
KPIE;St Petersburg-Clearwater (KPIE);United States;US
KPIH;Pocatello (KPIH);United States;US
KPIL;Port Isabel (KPIL);United States;US
KPIM;Pine Mountain (KPIM);United States;US
KPIR;Pierre (KPIR);United States;US
KPIT;Pittsburgh (KPIT);United States;US
KPJC;Zelienople (KPJC);United States;US
KPJY;Pinckneyville (KPJY);United States;US
KPKB;Parkersburg (KPKB);United States;US
KPKD;Park Rapids (KPKD);United States;US
KPKF;Park Falls (KPKF);United States;US
KPKV;Port Lavaca (KPKV);United States;US
KPLD;Portland (KPLD);United States;US
KPLK;Branson (KPLK);United States;US
KPLN;Pellston (KPLN);United States;US
KPLR;Pell City (KPLR);United States;US
KPLU;Puyallup (KPLU);United States;US
KPMB;Pembina (KPMB);United States;US
KPMD;Palmdale (KPMD);United States;US
KPMH;Portsmouth (KPMH);United States;US
KPMP;Pompano Beach (KPMP);United States;US
KPMU;Batesville (KPMU);United States;US
KPMV;Plattsmouth (KPMV);United States;US
KPMZ;Plymouth (KPMZ);United States;US
KPNA;Pinedale (KPNA);United States;US
KPNC;Ponca City (KPNC);United States;US
KPNE;Philadelphia (KPNE);United States;US
KPNM;Princeton (KPNM);United States;US
KPNN;Princeton (KPNN);United States;US
KPNS;Pensacola (KPNS);United States;US
KPNT;Pontiac (KPNT);United States;US
KPO1;Poplar (KPO1);United States;US
KPOB;Fayetteville (KPOB);United States;US
KPOC;La Verne (KPOC);United States;US
KPOE;Fort Polk (KPOE);United States;US
KPOF;Poplar Bluff (KPOF);United States;US
KPOH;Pocahontas (KPOH);United States;US
KPOU;Poughkeepsie (KPOU);United States;US
KPOV;Ravenna (KPOV);United States;US
KPOY;Powell (KPOY);United States;US
KPPA;Pampa (KPPA);United States;US
KPPF;Parsons (KPPF);United States;US
KPPO;La Porte (KPPO);United States;US
KPPQ;Pittsfield (KPPQ);United States;US
KPQI;Presque Isle (KPQI);United States;US
KPQL;Pascagoula (KPQL);United States;US
KPQN;Pipestone (KPQN);United States;US
KPRB;Paso Robles (KPRB);United States;US
KPRC;Prescott (KPRC);United States;US
KPRG;Paris (KPRG);United States;US
KPRN;Greenville (KPRN);United States;US
KPRO;Perry (KPRO);United States;US
KPRS;Presidio (KPRS);United States;US
KPRX;Paris (KPRX);United States;US
KPRZ;Portales (KPRZ);United States;US
KPSB;Philipsburg (KPSB);United States;US
KPSC;Pasco (KPSC);United States;US
KPSF;Pittsfield (KPSF);United States;US
KPSK;Dublin (KPSK);United States;US
KPSM;Portsmouth (KPSM);United States;US
KPSN;Palestine (KPSN);United States;US
KPSO;Pagosa Springs (KPSO);United States;US
KPSP;Palm Springs (KPSP);United States;US
KPSX;Palacios (KPSX);United States;US
KPTB;Petersburg (KPTB);United States;US
KPTD;Potsdam (KPTD);United States;US
KPTK;Pontiac (KPTK);United States;US
KPTN;Patterson (KPTN);United States;US
KPTS;Pittsburg (KPTS);United States;US
KPTT;Pratt (KPTT);United States;US
KPTV;Porterville (KPTV);United States;US
KPTW;Pottstown (KPTW);United States;US
KPUB;Pueblo (KPUB);United States;US
KPUC;Price (KPUC);United States;US
KPUJ;Atlanta (KPUJ);United States;US
KPUW;Pullman/Moscow (KPUW);United States;US
KPVB;Platteville (KPVB);United States;US
KPVC;Provincetown (KPVC);United States;US
KPVD;Providence (KPVD);United States;US
KPVE;Lexington-Parsons (KPVE);United States;US
KPVF;Placerville (KPVF);United States;US
KPVG;Norfolk (KPVG);United States;US
KPVJ;Pauls Valley (KPVJ);United States;US
KPVU;Provo (KPVU);United States;US
KPVW;Plainview (KPVW);United States;US
KPWA;Oklahoma City (KPWA);United States;US
KPWC;Pine River (KPWC);United States;US
KPWD;Plentywood (KPWD);United States;US
KPWG;Waco (KPWG);United States;US
KPWK;Chicago/Prospect Heights/Wheeling (KPWK);United States;US
KPWM;Portland (KPWM);United States;US
KPWT;Bremerton (KPWT);United States;US
KPXE;Perry (KPXE);United States;US
KPYG;Pageland (KPYG);United States;US
KPYM;Plymouth (KPYM);United States;US
KPYN;Piedmont (KPYN);United States;US
KPYP;Centre (KPYP);United States;US
KPYX;Perryton (KPYX);United States;US
KPZQ;Rogers City (KPZQ);United States;US
KR03;Alkali Lake (KR03);United States;US
KR33;Waldport (KR33);United States;US
KR47;Leipsic (KR47);United States;US
KR49;Republic (KR49);United States;US
KRAC;Racine (KRAC);United States;US
KRAL;Riverside (KRAL);United States;US
KRAP;Rapid City (KRAP);United States;US
KRAS;Port Aransas (KRAS);United States;US
KRAW;Warsaw (KRAW);United States;US
KRBD;Dallas (KRBD);United States;US
KRBE;Bassett (KRBE);United States;US
KRBG;Roseburg (KRBG);United States;US
KRBL;Red Bluff (KRBL);United States;US
KRBM;Camp Robinson/Little Rock (KRBM);United States;US
KRBO;Robstown (KRBO);United States;US
KRBW;Walterboro (KRBW);United States;US
KRC0;Clinton (KRC0);United States;US
KRCA;Rapid City (KRCA);United States;US
KRCE;Oklahoma City (KRCE);United States;US
KRCK;Rockdale (KRCK);United States;US
KRCM;Warrensburg (KRCM);United States;US
KRCP;Stockton (KRCP);United States;US
KRCR;Rochester (KRCR);United States;US
KRCT;Reed City (KRCT);United States;US
KRCV;Del Norte (KRCV);United States;US
KRCX;Ladysmith (KRCX);United States;US
KRCZ;Rockingham (KRCZ);United States;US
KRDD;Redding (KRDD);United States;US
KRDG;Reading (KRDG);United States;US
KRDK;Red Oak (KRDK);United States;US
KRDM;Redmond (KRDM);United States;US
KRDR;Grand Forks (KRDR);United States;US
KRDU;Raleigh/Durham (KRDU);United States;US
KRDV;Red Devil (KRDV);United States;US
KRED;Red Lodge (KRED);United States;US
KREG;Gonzales (KREG);United States;US
KREI;Redlands (KREI);United States;US
KREO;Rome (KREO);United States;US
KRFD;Chicago/Rockford (KRFD);United States;US
KRFG;Refugio (KRFG);United States;US
KRFI;Henderson (KRFI);United States;US
KRGA;Richmond (KRGA);United States;US
KRGK;Red Wing (KRGK);United States;US
KRHI;Rhinelander (KRHI);United States;US
KRHP;Andrews (KRHP);United States;US
KRHV;San Jose (KRHV);United States;US
KRIC;Richmond (KRIC);United States;US
KRID;Richmond (KRID);United States;US
KRIF;Richfield (KRIF);United States;US
KRIL;Rifle (KRIL);United States;US
KRIR;Riverside/Rubidoux/ (KRIR);United States;US
KRIU;Rancho Murieta (KRIU);United States;US
KRIV;Riverside (KRIV);United States;US
KRIW;Riverton (KRIW);United States;US
KRJD;Ridgely (KRJD);United States;US
KRK1;Kavik River (KRK1);United States;US
KRKD;Rockland (KRKD);United States;US
KRKP;Rockport (KRKP);United States;US
KRKR;Poteau (KRKR);United States;US
KRKS;Rock Springs (KRKS);United States;US
KRKW;Rockwood (KRKW);United States;US
KRLD;Richland (KRLD);United States;US
KRME;Rome (KRME);United States;US
KRMG;Rome (KRMG);United States;US
KRMN;Stafford (KRMN);United States;US
KRMY;Marshall (KRMY);United States;US
KRNC;Mc Minnville (KRNC);United States;US
KRND;Universal City (KRND);United States;US
KRNH;New Richmond (KRNH);United States;US
KRNM;Ramona (KRNM);United States;US
KRNO;Reno (KRNO);United States;US
KRNP;Owosso (KRNP);United States;US
KRNT;Renton (KRNT);United States;US
KRNV;Cleveland (KRNV);United States;US
KROA;Roanoke (KROA);United States;US
KROC;Rochester (KROC);United States;US
KROG;Rogers (KROG);United States;US
KROS;Rush City (KROS);United States;US
KROW;Roswell (KROW);United States;US
KROX;Roseau (KROX);United States;US
KRPB;Belleville (KRPB);United States;US
KRPD;Rice Lake (KRPD);United States;US
KRPH;Graham (KRPH);United States;US
KRPJ;Rochelle (KRPJ);United States;US
KRPX;Roundup (KRPX);United States;US
KRQB;Big Rapids (KRQB);United States;US
KRQE;Window Rock (KRQE);United States;US
KRQO;El Reno (KRQO);United States;US
KRRL;Merrill (KRRL);United States;US
KRRQ;Rock Rapids (KRRQ);United States;US
KRRT;Warroad (KRRT);United States;US
KRSL;Russell (KRSL);United States;US
KRSN;Ruston (KRSN);United States;US
KRST;Rochester (KRST);United States;US
KRSV;Robinson (KRSV);United States;US
KRSW;Fort Myers (KRSW);United States;US
KRTN;Raton (KRTN);United States;US
KRTS;Reno (KRTS);United States;US
KRUE;Russellville (KRUE);United States;US
KRUG;Rugby (KRUG);United States;US
KRUQ;Salisbury (KRUQ);United States;US
KRUT;Rutland (KRUT);United States;US
KRVF;Twin Bridges (KRVF);United States;US
KRVJ;Reidsville (KRVJ);United States;US
KRVL;Reedsville (KRVL);United States;US
KRVN;Rogersville (KRVN);United States;US
KRVS;Tulsa (KRVS);United States;US
KRWF;Redwood Falls (KRWF);United States;US
KRWI;Rocky Mount (KRWI);United States;US
KRWL;Rawlins (KRWL);United States;US
KRWN;Winamac (KRWN);United States;US
KRWV;Caldwell (KRWV);United States;US
KRXE;Rexburg (KRXE);United States;US
KRYM;Camp Ripley (KRYM);United States;US
KRYN;Tucson (KRYN);United States;US
KRYV;Watertown (KRYV);United States;US
KRYW;Lago Vista (KRYW);United States;US
KRYY;Atlanta (KRYY);United States;US
KRZL;Rensselaer (KRZL);United States;US
KRZN;Siren (KRZN);United States;US
KRZR;Cleveland (KRZR);United States;US
KRZT;Chillicothe (KRZT);United States;US
KS00;Opheim (KS00);United States;US
KS01;Conrad (KS01);United States;US
KS03;Ashland (KS03);United States;US
KS04;Condon (KS04);United States;US
KS05;Bandon (KS05);United States;US
KS09;Hot Springs (KS09);United States;US
KS10;Chelan (KS10);United States;US
KS12;Albany (KS12);United States;US
KS16;Copalis (KS16);United States;US
KS17;Graniteville (KS17);United States;US
KS18;Forks (KS18);United States;US
KS19;Mc Cormick (KS19);United States;US
KS20;Goldendale (KS20);United States;US
KS21;Sunriver (KS21);United States;US
KS23;Ione (KS23);United States;US
KS24;Fremont (KS24);United States;US
KS25;Watford City (KS25);United States;US
KS27;Kalispell (KS27);United States;US
KS28;Dunseith (KS28);United States;US
KS30;Lebanon (KS30);United States;US
KS31;Lopez (KS31);United States;US
KS32;Cooperstown (KS32);United States;US
KS33;Madras (KS33);United States;US
KS34;Plains (KS34);United States;US
KS35;Okanogan (KS35);United States;US
KS36;Kent (KS36);United States;US
KS37;Smoketown (KS37);United States;US
KS39;Prineville (KS39);United States;US
KS40;Prosser (KS40);United States;US
KS42;Springer (KS42);United States;US
KS43;Snohomish (KS43);United States;US
KS45;Gleneden Beach (KS45);United States;US
KS48;Sandy (KS48);United States;US
KS49;Vale (KS49);United States;US
KS50;Auburn (KS50);United States;US
KS51;Klamath Glen (KS51);United States;US
KS52;Winthrop (KS52);United States;US
KS59;Libby (KS59);United States;US
KS64;Stanford (KS64);United States;US
KS66;Homedale (KS66);United States;US
KS68;Orofino (KS68);United States;US
KS69;Lincoln (KS69);United States;US
KS70;Othello (KS70);United States;US
KS71;Chinook (KS71);United States;US
KS72;St Maries (KS72);United States;US
KS73;Kamiah (KS73);United States;US
KS75;Payette (KS75);United States;US
KS77;Coeur D'Alene (KS77);United States;US
KS78;Emmett (KS78);United States;US
KS79;Green Sea (KS79);United States;US
KS81;Indian Creek (KS81);United States;US
KS82;Kooskia (KS82);United States;US
KS83;Kellogg (KS83);United States;US
KS84;Cottonwood (KS84);United States;US
KS85;Culbertson (KS85);United States;US
KS87;Weiser (KS87);United States;US
KS88;Skykomish (KS88);United States;US
KS89;Craigmont (KS89);United States;US
KS90;Elk City (KS90);United States;US
KS92;Fish Lake (KS92);United States;US
KS93;Cle Elum (KS93);United States;US
KS94;Colfax (KS94);United States;US
KS95;College Place (KS95);United States;US
KS97;Brewster (KS97);United States;US
KSAA;Saratoga (KSAA);United States;US
KSAC;Sacramento (KSAC);United States;US
KSAD;Safford (KSAD);United States;US
KSAF;Santa Fe (KSAF);United States;US
KSAN;San Diego (KSAN);United States;US
KSAR;Sparta (KSAR);United States;US
KSAS;Salton City (KSAS);United States;US
KSAT;San Antonio (KSAT);United States;US
KSAV;Savannah (KSAV);United States;US
KSAW;Marquette (KSAW);United States;US
KSAZ;Staples (KSAZ);United States;US
KSBA;Santa Barbara (KSBA);United States;US
KSBD;San Bernardino (KSBD);United States;US
KSBM;Sheboygan (KSBM);United States;US
KSBN;South Bend (KSBN);United States;US
KSBO;Swainsboro (KSBO);United States;US
KSBP;San Luis Obispo (KSBP);United States;US
KSBS;Steamboat Springs (KSBS);United States;US
KSBU;Blue Earth (KSBU);United States;US
KSBX;Shelby (KSBX);United States;US
KSBY;Salisbury (KSBY);United States;US
KSCA;Sidney (KSCA);United States;US
KSCB;Scribner (KSCB);United States;US
KSCD;Sylacauga (KSCD);United States;US
KSCH;Schenectady (KSCH);United States;US
KSCK;Stockton (KSCK);United States;US
KSCR;Siler City (KSCR);United States;US
KSCX;Oneida (KSCX);United States;US
KSDA;Shenandoah (KSDA);United States;US
KSDC;Williamson/Sodus (KSDC);United States;US
KSDF;Louisville (KSDF);United States;US
KSDL;Scottsdale (KSDL);United States;US
KSDM;San Diego (KSDM);United States;US
KSDY;Sidney (KSDY);United States;US
KSEA;Seattle (KSEA);United States;US
KSEE;San Diego/El Cajon (KSEE);United States;US
KSEF;Sebring (KSEF);United States;US
KSEG;Selinsgrove (KSEG);United States;US
KSEM;Selma (KSEM);United States;US
KSEP;Stephenville (KSEP);United States;US
KSEQ;Seguin (KSEQ);United States;US
KSER;Seymour (KSER);United States;US
KSET;St Charles (KSET);United States;US
KSEZ;Sedona (KSEZ);United States;US
KSFB;Orlando (KSFB);United States;US
KSFF;Spokane (KSFF);United States;US
KSFM;Sanford (KSFM);United States;US
KSFO;San Francisco (KSFO);United States;US
KSFQ;Suffolk (KSFQ);United States;US
KSFY;Savanna (KSFY);United States;US
KSFZ;Pawtucket (KSFZ);United States;US
KSGF;Springfield (KSGF);United States;US
KSGH;Springfield (KSGH);United States;US
KSGJ;St Augustine (KSGJ);United States;US
KSGR;Houston (KSGR);United States;US
KSGS;South St Paul (KSGS);United States;US
KSGT;Stuttgart (KSGT);United States;US
KSGU;St George (KSGU);United States;US
KSH1;Camp Shelby (KSH1);United States;US
KSHD;Staunton/Waynesboro/Harrisonburg (KSHD);United States;US
KSHL;Sheldon (KSHL);United States;US
KSHN;Shelton (KSHN);United States;US
KSHR;Sheridan (KSHR);United States;US
KSHV;Shreveport (KSHV);United States;US
KSIF;Reidsville (KSIF);United States;US
KSIK;Sikeston (KSIK);United States;US
KSIV;Sullivan (KSIV);United States;US
KSIY;Montague (KSIY);United States;US
KSJC;San Jose (KSJC);United States;US
KSJN;St Johns (KSJN);United States;US
KSJS;Prestonsburg (KSJS);United States;US
KSJT;San Angelo (KSJT);United States;US
KSJX;Beaver Island (KSJX);United States;US
KSKA;Spokane (KSKA);United States;US
KSKF;San Antonio (KSKF);United States;US
KSKI;Sac City (KSKI);United States;US
KSKX;Taos (KSKX);United States;US
KSLB;Storm Lake (KSLB);United States;US
KSLC;Salt Lake City (KSLC);United States;US
KSLE;Salem (KSLE);United States;US
KSLG;Siloam Springs (KSLG);United States;US
KSLH;Cheboygan (KSLH);United States;US
KSLI;Los Alamitos (KSLI);United States;US
KSLK;Saranac Lake (KSLK);United States;US
KSLN;Salina (KSLN);United States;US
KSLO;Salem (KSLO);United States;US
KSLR;Sulphur Springs (KSLR);United States;US
KSMD;Fort Wayne (KSMD);United States;US
KSME;Somerset (KSME);United States;US
KSMF;Sacramento (KSMF);United States;US
KSMN;Salmon (KSMN);United States;US
KSMO;Santa Monica (KSMO);United States;US
KSMQ;Somerville (KSMQ);United States;US
KSMS;Sumter (KSMS);United States;US
KSMX;Santa Maria (KSMX);United States;US
KSNA;Santa Ana (KSNA);United States;US
KSNC;Chester (KSNC);United States;US
KSNH;Savannah (KSNH);United States;US
KSNK;Snyder (KSNK);United States;US
KSNL;Shawnee (KSNL);United States;US
KSNS;Salinas (KSNS);United States;US
KSNY;Sidney (KSNY);United States;US
KSOA;Sonora (KSOA);United States;US
KSOP;Pinehurst/Southern Pines (KSOP);United States;US
KSOW;Show Low (KSOW);United States;US
KSPA;Spartanburg (KSPA);United States;US
KSPB;Scappoose (KSPB);United States;US
KSPF;Spearfish (KSPF);United States;US
KSPG;St Petersburg (KSPG);United States;US
KSPH;Springhill (KSPH);United States;US
KSPI;Springfield (KSPI);United States;US
KSPK;Spanish Fork (KSPK);United States;US
KSPS;Wichita Falls (KSPS);United States;US
KSPW;Spencer (KSPW);United States;US
KSPZ;Silver Springs (KSPZ);United States;US
KSQI;Sterling/Rockfalls (KSQI);United States;US
KSQL;San Carlos (KSQL);United States;US
KSRB;Sparta (KSRB);United States;US
KSRC;Searcy (KSRC);United States;US
KSRE;Seminole (KSRE);United States;US
KSRQ;Sarasota/Bradenton (KSRQ);United States;US
KSRR;Ruidoso (KSRR);United States;US
KSRV;Stony River (KSRV);United States;US
KSSC;Sumter (KSSC);United States;US
KSSF;San Antonio (KSSF);United States;US
KSSI;St Simons Island (KSSI);United States;US
KSSQ;Shell Lake (KSSQ);United States;US
KSTC;St Cloud (KSTC);United States;US
KSTE;Stevens Point (KSTE);United States;US
KSTF;Starkville (KSTF);United States;US
KSTJ;St Joseph (KSTJ);United States;US
KSTK;Sterling (KSTK);United States;US
KSTL;St Louis (KSTL);United States;US
KSTP;St Paul (KSTP);United States;US
KSTS;Santa Rosa (KSTS);United States;US
KSUA;Stuart (KSUA);United States;US
KSUD;Stroud (KSUD);United States;US
KSUE;Sturgeon Bay (KSUE);United States;US
KSUN;Hailey (KSUN);United States;US
KSUO;Rosebud (KSUO);United States;US
KSUS;St Louis (KSUS);United States;US
KSUT;Oak Island (KSUT);United States;US
KSUU;Fairfield (KSUU);United States;US
KSUW;Superior (KSUW);United States;US
KSUX;Sioux City (KSUX);United States;US
KSUZ;Benton (KSUZ);United States;US
KSVC;Silver City (KSVC);United States;US
KSVE;Susanville (KSVE);United States;US
KSVH;Statesville (KSVH);United States;US
KSVN;Savannah (KSVN);United States;US
KSWF;New York (KSWF);United States;US
KSWI;Sherman (KSWI);United States;US
KSWO;Stillwater (KSWO);United States;US
KSWT;Seward (KSWT);United States;US
KSWW;Sweetwater (KSWW);United States;US
KSXK;Maurice (KSXK);United States;US
KSXL;Summersville (KSXL);United States;US
KSXP;Nunam Iqua (KSXP);United States;US
KSXU;Santa Rosa (KSXU);United States;US
KSYF;St Francis (KSYF);United States;US
KSYI;Shelbyville (KSYI);United States;US
KSYM;Morehead (KSYM);United States;US
