icao;city_icao;country;country_code
SCHE;Huepil (SCHE);Chile;CL
SCHG;Pichidegua (SCHG);Chile;CL
SCHH;Chile Chico (SCHH);Chile;CL
SCHK;La Union (SCHK);Chile;CL
SCHL;Lampa (SCHL);Chile;CL
SCHM;Isla Mocha (SCHM);Chile;CL
SCHN;Choshuenco (SCHN);Chile;CL
SCHO;Los Vilos (SCHO);Chile;CL
SCHP;Retiro (SCHP);Chile;CL
SCHR;Cochrane (SCHR);Chile;CL
SCHT;Chaiten (SCHT);Chile;CL
SCHU;Huasco (SCHU);Chile;CL
SCHW;Hualaihue (SCHW);Chile;CL
SCIA;Isla Apiao (SCIA);Chile;CL
SCIB;Isla Butachauques (SCIB);Chile;CL
SCIC;Curico (SCIC);Chile;CL
SCID;Punta Arenas (SCID);Chile;CL
SCIE;Concepcion (SCIE);Chile;CL
SCIF;Llifen (SCIF);Chile;CL
SCIH;Isla Las Huichas (SCIH);Chile;CL
SCII;Puerto Ingeniero Ibanez (SCII);Chile;CL
SCIK;Isla Talcan (SCIK);Chile;CL
SCIL;Illapel (SCIL);Chile;CL
SCIM;Isla Mocha (SCIM);Chile;CL
SCIO;Villa O'Higgins (SCIO);Chile;CL
SCIP;Isla De Pascua (SCIP);Chile;CL
SCIR;Isla Robinson Crusoe (SCIR);Chile;CL
SCIS;Isla Santa Maria (SCIS);Chile;CL
SCIT;Isla Tierra Del Fuego (SCIT);Chile;CL
SCIV;Panimavida (SCIV);Chile;CL
SCJC;Ranguelmo (SCJC);Chile;CL
SCJK;Osorno (SCJK);Chile;CL
SCJO;Osorno (SCJO);Chile;CL
SCJV;San Javier (SCJV);Chile;CL
SCKA;San Carlos (SCKA);Chile;CL
SCKB;Lago Caburga (SCKB);Chile;CL
SCKC;Cunco (SCKC);Chile;CL
SCKD;Rio Bueno (SCKD);Chile;CL
SCKE;Pelluhue (SCKE);Chile;CL
SCKI;Curico (SCKI);Chile;CL
SCKK;Molina (SCKK);Chile;CL
SCKL;Lampa (SCKL);Chile;CL
SCKM;Cochamo (SCKM);Chile;CL
SCKN;Licanten (SCKN);Chile;CL
SCKO;Collipulli (SCKO);Chile;CL
SCKP;Pica (SCKP);Chile;CL
SCKQ;Pucon (SCKQ);Chile;CL
SCKT;Coelemu (SCKT);Chile;CL
SCLA;Lautaro (SCLA);Chile;CL
SCLB;Lebu (SCLB);Chile;CL
SCLC;Santiago (SCLC);Chile;CL
SCLD;Llanada Grande (SCLD);Chile;CL
SCLE;Antofagasta (SCLE);Chile;CL
SCLF;Llifen (SCLF);Chile;CL
SCLG;Pencahue (SCLG);Chile;CL
SCLI;Llico (SCLI);Chile;CL
SCLJ;La Junta (SCLJ);Chile;CL
SCLK;Cunco (SCLK);Chile;CL
SCLL;Vallenar (SCLL);Chile;CL
SCLM;San Javier (SCLM);Chile;CL
SCLN;Linares (SCLN);Chile;CL
SCLO;Chile Chico (SCLO);Chile;CL
SCLP;Molina (SCLP);Chile;CL
SCLQ;La Ligua (SCLQ);Chile;CL
SCLR;Chaiten (SCLR);Chile;CL
SCLS;Lautaro (SCLS);Chile;CL
SCLU;Marchigue (SCLU);Chile;CL
SCLV;Guangali (SCLV);Chile;CL
SCLY;Arauco (SCLY);Chile;CL
SCMA;Puerto Marin Balmaceda (SCMA);Chile;CL
SCMC;Puerto Guadal (SCMC);Chile;CL
SCME;Melipilla (SCME);Chile;CL
SCMF;Villarrica (SCMF);Chile;CL
SCMG;San Javier (SCMG);Chile;CL
SCMH;Marchigue (SCMH);Chile;CL
SCMI;Mialqui (SCMI);Chile;CL
SCMK;Melinka (SCMK);Chile;CL
SCML;Santa Barbara (SCML);Chile;CL
SCMO;Molina (SCMO);Chile;CL
SCMP;Melipilla (SCMP);Chile;CL
SCMR;Rapel (SCMR);Chile;CL
SCMS;Longavi (SCMS);Chile;CL
SCMU;Pichilemu (SCMU);Chile;CL
SCMV;Molina (SCMV);Chile;CL
SCMY;Michilla (SCMY);Chile;CL
SCMZ;El Manzano (SCMZ);Chile;CL
SCNA;Linares (SCNA);Chile;CL
SCND;Nadis (SCND);Chile;CL
SCNE;Maria Elena (SCNE);Chile;CL
SCNG;Panguipulli (SCNG);Chile;CL
SCNH;Vilcun (SCNH);Chile;CL
SCNI;San Nicolas (SCNI);Chile;CL
SCNK;Cuncumen (SCNK);Chile;CL
SCNM;Canete (SCNM);Chile;CL
SCNO;Nochaco (SCNO);Chile;CL
SCNR;Rengo (SCNR);Chile;CL
SCNS;Punta Arenas (SCNS);Chile;CL
SCNT;Puerto Natales (SCNT);Chile;CL
SCNY;Navarino (SCNY);Chile;CL
SCOA;Ovalle (SCOA);Chile;CL
SCOB;Ovalle (SCOB);Chile;CL
SCOC;Puerto Octay (SCOC);Chile;CL
SCOE;Romeral (SCOE);Chile;CL
SCOH;Villa O'Higgins (SCOH);Chile;CL
SCOI;Hualanne (SCOI);Chile;CL
SCOL;Puyehue (SCOL);Chile;CL
SCOM;Olmue (SCOM);Chile;CL
SCON;Quellon (SCON);Chile;CL
SCOO;Cisnes (SCOO);Chile;CL
SCOP;Osorno (SCOP);Chile;CL
SCOS;Osorno (SCOS);Chile;CL
SCOT;Ovalle (SCOT);Chile;CL
SCOV;Ovalle (SCOV);Chile;CL
SCOY;Ovalle (SCOY);Chile;CL
SCPA;Antofagasta (SCPA);Chile;CL
SCPB;Puelo Bajo (SCPB);Chile;CL
SCPC;Pucon (SCPC);Chile;CL
SCPE;San Pedro De Atacama (SCPE);Chile;CL
SCPF;Puerto Montt (SCPF);Chile;CL
SCPG;Panguipulli (SCPG);Chile;CL
SCPH;Puyuhuapi (SCPH);Chile;CL
SCPI;Coihueco (SCPI);Chile;CL
SCPK;Puerto Cisnes (SCPK);Chile;CL
SCPL;Paillaco (SCPL);Chile;CL
SCPM;Pichilemu (SCPM);Chile;CL
SCPN;Chaiten (SCPN);Chile;CL
SCPO;Quinta Tilcoco (SCPO);Chile;CL
SCPP;Mulchen (SCPP);Chile;CL
SCPQ;Dalcahue (SCPQ);Chile;CL
SCPR;Purranque (SCPR);Chile;CL
SCPS;Copiapo (SCPS);Chile;CL
SCPT;Santa Cruz (SCPT);Chile;CL
SCPU;Peulla (SCPU);Chile;CL
SCPV;Puerto Varas (SCPV);Chile;CL
SCPW;Peumo (SCPW);Chile;CL
SCPX;Punta Catalina (SCPX);Chile;CL
SCPY;Cerro Castillo (SCPY);Chile;CL
SCQC;Quino (SCQC);Chile;CL
SCQE;Isla Quenac (SCQE);Chile;CL
SCQI;Lonquimay (SCQI);Chile;CL
SCQK;Tirua (SCQK);Chile;CL
SCQL;Quillota (SCQL);Chile;CL
SCQM;Osorno (SCQM);Chile;CL
SCQO;Aysen (SCQO);Chile;CL
SCQR;Cobquecura (SCQR);Chile;CL
SCQT;Quebrada Las Tacas (SCQT);Chile;CL
SCQW;Quemchi (SCQW);Chile;CL
SCQX;Queilen (SCQX);Chile;CL
SCQY;Lonquimay (SCQY);Chile;CL
SCRA;Chanaral (SCRA);Chile;CL
SCRB;Tortel (SCRB);Chile;CL
SCRC;Rio Cisnes (SCRC);Chile;CL
SCRD;Vina Del Mar (SCRD);Chile;CL
SCRE;Rio Cisnes (SCRE);Chile;CL
SCRF;Laguna San Rafael (SCRF);Chile;CL
SCRG;Rancagua (SCRG);Chile;CL
SCRH;Renihue (SCRH);Chile;CL
SCRI;Rio Frio (SCRI);Chile;CL
SCRL;Rapel (SCRL);Chile;CL
SCRN;Rio Negro (SCRN);Chile;CL
SCRO;Romeral (SCRO);Chile;CL
SCRP;Rapel (SCRP);Chile;CL
SCRQ;Rio Bueno (SCRQ);Chile;CL
SCRR;Rio Bueno (SCRR);Chile;CL
SCRS;Cartagena (SCRS);Chile;CL
SCRT;Retiro (SCRT);Chile;CL
SCRU;Rio Murta (SCRU);Chile;CL
SCRV;Vilcun (SCRV);Chile;CL
SCRW;Paredones (SCRW);Chile;CL
SCRZ;Marchigue (SCRZ);Chile;CL
SCSA;Til Til (SCSA);Chile;CL
SCSB;Cerro Sombrero (SCSB);Chile;CL
SCSD;San Fernando (SCSD);Chile;CL
SCSE;La Serena-Coquimbo (SCSE);Chile;CL
SCSF;San Felipe (SCSF);Chile;CL
SCSG;Algarrobo (SCSG);Chile;CL
SCSH;Teodoro Schmidt (SCSH);Chile;CL
SCSJ;San Javier (SCSJ);Chile;CL
SCSK;San Clemente (SCSK);Chile;CL
SCSL;Salar De Atacama (SCSL);Chile;CL
SCSM;Salar De Atacama (SCSM);Chile;CL
SCSN;Santo Domingo (SCSN);Chile;CL
SCSO;Lago Rapel (SCSO);Chile;CL
SCSP;Petorca (SCSP);Chile;CL
SCSQ;San Pablo (SCSQ);Chile;CL
SCSR;Segundo Corral (SCSR);Chile;CL
SCSS;San Sebastian (SCSS);Chile;CL
SCST;Castro (SCST);Chile;CL
SCSU;Freire (SCSU);Chile;CL
SCSV;Peralillo (SCSV);Chile;CL
SCSZ;Puerto Sanchez (SCSZ);Chile;CL
SCTA;Santa Barbara (SCTA);Chile;CL
SCTB;Santiago (SCTB);Chile;CL
SCTC;Temuco (SCTC);Chile;CL
SCTE;Puerto Montt (SCTE);Chile;CL
SCTG;Tongoy (SCTG);Chile;CL
SCTH;San Gregorio (SCTH);Chile;CL
SCTL;Talca (SCTL);Chile;CL
SCTM;Curico (SCTM);Chile;CL
SCTN;Chaiten (SCTN);Chile;CL
SCTO;Victoria (SCTO);Chile;CL
SCTP;Tortel (SCTP);Chile;CL
SCTQ;Alto Del Carmen (SCTQ);Chile;CL
SCTR;Traiguen (SCTR);Chile;CL
SCTS;Melipilla (SCTS);Chile;CL
SCTT;Taltal (SCTT);Chile;CL
SCTU;Litueche (SCTU);Chile;CL
SCTW;Casablanca (SCTW);Chile;CL
SCUI;Chaiten (SCUI);Chile;CL
SCUL;Bulnes (SCUL);Chile;CL
SCUM;Cumpeo (SCUM);Chile;CL
SCUN;Teno (SCUN);Chile;CL
SCUP;Cumpeo (SCUP);Chile;CL
SCUR;Bulnes (SCUR);Chile;CL
SCUT;Longavi (SCUT);Chile;CL
SCUZ;Santa Cruz (SCUZ);Chile;CL
SCVA;Casablanca (SCVA);Chile;CL
SCVB;Parral (SCVB);Chile;CL
SCVC;Vicuna (SCVC);Chile;CL
SCVD;Valdivia (SCVD);Chile;CL
SCVE;Lago Verde (SCVE);Chile;CL
SCVF;San Pedro (SCVF);Chile;CL
SCVG;Rinihue (SCVG);Chile;CL
SCVH;Santiago (SCVH);Chile;CL
SCVI;Villarrica (SCVI);Chile;CL
SCVJ;Marchigue (SCVJ);Chile;CL
SCVK;Vichuquen (SCVK);Chile;CL
SCVL;Valdivia (SCVL);Chile;CL
SCVM;Vina Del Mar (SCVM);Chile;CL
SCVN;Vicuna (SCVN);Chile;CL
SCVO;Victoria (SCVO);Chile;CL
SCVQ;Vichuquen (SCVQ);Chile;CL
SCVS;Cochrane (SCVS);Chile;CL
SCVT;Isla De Maipo (SCVT);Chile;CL
SCVU;Vilcun (SCVU);Chile;CL
SCVV;La Union (SCVV);Chile;CL
SCVY;Vilcun (SCVY);Chile;CL
SCXA;Molina (SCXA);Chile;CL
SCXB;Salamanca (SCXB);Chile;CL
SCXR;Lago Ranco (SCXR);Chile;CL
SCYB;Yumbel (SCYB);Chile;CL
SCYC;Puyehue (SCYC);Chile;CL
SCYL;Puyehue (SCYL);Chile;CL
SCYO;El Chaiten (SCYO);Chile;CL
SCYR;Retiro (SCYR);Chile;CL
SCYU;Purranque (SCYU);Chile;CL
SCZB;La Union (SCZB);Chile;CL
SCZC;Zapallar (SCZC);Chile;CL
SCZE;Pirque (SCZE);Chile;CL
CAJ4;Anahim Lake (CAJ4);China;CN
CBBC;Bella Bella (CBBC);China;CN
CBQ8;Woodcock (CBQ8);China;CN
CBS4;Mule Creek (CBS4);China;CN
CEX4;Carmacks (CEX4);China;CN
CEZ2;Chapman Lake (CEZ2);China;CN
CFQ5;Silver City (CFQ5);China;CN
CPF2;Bar River (CPF2);China;CN
CPZ3;Mountain View (CPZ3);China;CN
CYAM;Sault Ste Marie (CYAM);China;CN
CYAZ;Tofino (CYAZ);China;CN
CYBD;Bella Coola (CYBD);China;CN
CYCD;Nanaimo (CYCD);China;CN
CYDA;Dawson City (CYDA);China;CN
CYDB;Burwash (CYDB);China;CN
CYDL;Dease Lake (CYDL);China;CN
CYDM;Ross River (CYDM);China;CN
CYEY;Amos (CYEY);China;CN
CYHT;Haines Junction (CYHT);China;CN
CYIB;Atikokan (CYIB);China;CN
CYJN;St Jean (CYJN);China;CN
CYKD;Aklavik (CYKD);China;CN
CYLS;Barrie-Orillia (CYLS);China;CN
CYND;Gatineau (CYND);China;CN
CYOC;Old Crow (CYOC);China;CN
CYOO;Oshawa (CYOO);China;CN
CYOS;Owen Sound (CYOS);China;CN
CYPG;Portage (CYPG);China;CN
CYPQ;Peterborough (CYPQ);China;CN
CYPR;Prince Rupert (CYPR);China;CN
CYPT;Pelee Island (CYPT);China;CN
CYPU;Puntzi Mountain (CYPU);China;CN
CYPW;Powell River (CYPW);China;CN
CYPZ;Burns Lake (CYPZ);China;CN
CYQA;Muskoka (CYQA);China;CN
CYQH;Watson Lake (CYQH);China;CN
CYQI;Yarmouth (CYQI);China;CN
CYQS;St Thomas (CYQS);China;CN
CYQT;Thunder Bay (CYQT);China;CN
CYRI;Riviere-du-Loup (CYRI);China;CN
CYRO;Ottawa (CYRO);China;CN
CYRP;Carp (CYRP);China;CN
CYRQ;Trois-Rivieres (CYRQ);China;CN
CYSB;Sudbury (CYSB);China;CN
CYSC;Sherbrooke (CYSC);China;CN
CYSG;St Georges (CYSG);China;CN
CYSH;Smiths Falls (CYSH);China;CN
CYSJ;Saint John (CYSJ);China;CN
CYSL;St Leonard (CYSL);China;CN
CYSN;St Catharines (CYSN);China;CN
CYSQ;Atlin (CYSQ);China;CN
CYSU;Summerside (CYSU);China;CN
CYTA;Pembroke (CYTA);China;CN
CYTR;Trenton (CYTR);China;CN
CYTS;Timmins (CYTS);China;CN
CYTZ;Toronto (CYTZ);China;CN
CYUY;Rouyn-Noranda (CYUY);China;CN
CYVO;Val-d'Or (CYVO);China;CN
CYVR;Vancouver (CYVR);China;CN
CYVV;Wiarton (CYVV);China;CN
CYXQ;Beaver Creek (CYXQ);China;CN
CYXT;Terrace (CYXT);China;CN
CYXY;Whitehorse (CYXY);China;CN
CYYB;North Bay (CYYB);China;CN
CYYD;Smithers (CYYD);China;CN
CYYF;Penticton (CYYF);China;CN
CYZP;Sandspit (CYZP);China;CN
CYZR;Sarnia (CYZR);China;CN
CYZT;Port Hardy (CYZT);China;CN
CYZW;Teslin (CYZW);China;CN
CZBB;Boundary Bay (CZBB);China;CN
CZPC;Pincher Creek (CZPC);China;CN
CZST;Stewart (CZST);China;CN
VHHH;Hong Kong (VHHH);China;CN
VMMC;Taipa (VMMC);China;CN
ZBAA;Beijing (ZBAA);China;CN
ZBAD;Beijing (ZBAD);China;CN
ZBBB;Beijing (ZBBB);China;CN
ZBCF;Chifeng (ZBCF);China;CN
ZBCZ;Changzhi (ZBCZ);China;CN
ZBDS;Ordos (ZBDS);China;CN
ZBDT;Datong (ZBDT);China;CN
ZBER;Erenhot (ZBER);China;CN
ZBGS;Baise (ZBGS);China;CN
ZBHD;Handan (ZBHD);China;CN
ZBHH;Hohhot (ZBHH);China;CN
ZBLA;Hailar (ZBLA);China;CN
ZBNY;Beijing (ZBNY);China;CN
ZBOW;Baotou (ZBOW);China;CN
ZBSH;Qinhuangdao (ZBSH);China;CN
ZBSJ;Shijiazhuang (ZBSJ);China;CN
ZBTJ;Tianjin (ZBTJ);China;CN
ZBTL;Tongliao (ZBTL);China;CN
ZBUL;Ulanhot (ZBUL);China;CN
ZBXH;Xilinhot (ZBXH);China;CN
ZBYC;Yuncheng (ZBYC);China;CN
ZBYN;Taiyuan (ZBYN);China;CN
ZGBH;Beihai (ZGBH);China;CN
ZGCD;Changde (ZGCD);China;CN
ZGCJ;Huaihua (ZGCJ);China;CN
ZGDY;Dayong (ZGDY);China;CN
ZGFS;Foshan (ZGFS);China;CN
ZGGG;Guangzhou (ZGGG);China;CN
ZGHA;Changsha (ZGHA);China;CN
ZGHY;Hengyang (ZGHY);China;CN
ZGHZ;Huizhou (ZGHZ);China;CN
ZGKL;Guilin City (ZGKL);China;CN
ZGLD;Louding City (ZGLD);China;CN
ZGLG;Yongzhou (ZGLG);China;CN
ZGMX;Meixian (ZGMX);China;CN
ZGNN;Nanning (ZGNN);China;CN
ZGOW;Shantou (ZGOW);China;CN
ZGSD;Zhuhai (ZGSD);China;CN
ZGSZ;Shenzhen (ZGSZ);China;CN
ZGWZ;Wuzhou (ZGWZ);China;CN
ZGXN;Xingning (ZGXN);China;CN
ZGZH;Liuzhou (ZGZH);China;CN
ZGZJ;Zhanjiang (ZGZJ);China;CN
ZHAY;Anyang (ZHAY);China;CN
ZHCC;Zhengzhou (ZHCC);China;CN
ZHES;Enshi (ZHES);China;CN
ZHGH;Guanghua (ZHGH);China;CN
ZHHH;Wuhan (ZHHH);China;CN
ZHLY;Luoyang (ZHLY);China;CN
ZHNY;Nanyang (ZHNY);China;CN
ZHSS;Shashi (ZHSS);China;CN
ZHXF;Xiangfan (ZHXF);China;CN
ZHYC;Yichang (ZHYC);China;CN
ZJHK;Haikou (ZJHK);China;CN
ZJSY;Sanya (ZJSY);China;CN
ZJYX;Woody Island (ZJYX);China;CN
ZLAK;Ankang (ZLAK);China;CN
ZLDH;Dunhuang (ZLDH);China;CN
ZLGM;Golmud (ZLGM);China;CN
ZLGY;Guyuan (ZLGY);China;CN
ZLHZ;Hanzhong (ZLHZ);China;CN
ZLIC;Yinchuan (ZLIC);China;CN
ZLJC;Jinchang (ZLJC);China;CN
ZLJN;Jining (ZLJN);China;CN
ZLJQ;Jiayuguan (ZLJQ);China;CN
ZLLL;Lanzhou (ZLLL);China;CN
ZLQY;Qingyang (ZLQY);China;CN
ZLSN;Xi'an (ZLSN);China;CN
ZLTS;Tianshui (ZLTS);China;CN
ZLXN;Xining (ZLXN);China;CN
ZLXY;Xianyang (ZLXY);China;CN
ZLYA;Yan'an (ZLYA);China;CN
ZLYL;Yulin (ZLYL);China;CN
ZLZW;Zhongwei (ZLZW);China;CN
ZPBS;Baoshan Yunduan (ZPBS);China;CN
ZPDL;Xiaguan (ZPDL);China;CN
ZPDQ;Shangri-La (ZPDQ);China;CN
ZPJH;Jinghong (ZPJH);China;CN
ZPLC;Lincang (ZPLC);China;CN
ZPLJ;Lijiang (ZPLJ);China;CN
ZPLX;Luxi (ZPLX);China;CN
ZPPP;Kunming (ZPPP);China;CN
ZPSM;Simao (ZPSM);China;CN
ZPZT;Zhaotong (ZPZT);China;CN
ZSAM;Xiamen (ZSAM);China;CN
ZSAQ;Anqing (ZSAQ);China;CN
ZSBB;Bengbu (ZSBB);China;CN
ZSCG;Changzhou (ZSCG);China;CN
ZSCN;Nanchang (ZSCN);China;CN
ZSDY;Dongying (ZSDY);China;CN
ZSFY;Fuyang (ZSFY);China;CN
ZSFZ;Fuzhou (ZSFZ);China;CN
ZSGS;Ji'an (ZSGS);China;CN
ZSGZ;Ganzhou (ZSGZ);China;CN
ZSHC;Hangzhou (ZSHC);China;CN
ZSJD;Jingdezhen (ZSJD);China;CN
ZSJJ;Jiujiang (ZSJJ);China;CN
ZSJN;Jinan (ZSJN);China;CN
ZSJU;Quzhou (ZSJU);China;CN
ZSLD;Longyan (ZSLD);China;CN
ZSLG;Lianyungang (ZSLG);China;CN
ZSLQ;Huangyan (ZSLQ);China;CN
ZSLY;Linyi (ZSLY);China;CN
ZSNB;Ningbo (ZSNB);China;CN
ZSNJ;Nanjing (ZSNJ);China;CN
ZSNT;Nantong (ZSNT);China;CN
ZSOF;Hefei (ZSOF);China;CN
ZSPD;Shanghai (ZSPD);China;CN
ZSQD;Qingdao (ZSQD);China;CN
ZSQZ;Quanzhou (ZSQZ);China;CN
ZSRG;Rugao (ZSRG);China;CN
ZSSH;Huai'an (ZSSH);China;CN
ZSSL;Shanghai (ZSSL);China;CN
ZSSM;Sanming (ZSSM);China;CN
ZSSS;Shanghai (ZSSS);China;CN
ZSSZ;Suzhou (ZSSZ);China;CN
ZSTX;Huangshan (ZSTX);China;CN
ZSWF;Weifang (ZSWF);China;CN
ZSWH;Weihai (ZSWH);China;CN
ZSWU;Wuhu (ZSWU);China;CN
ZSWX;Wuxi (ZSWX);China;CN
ZSWY;Wuyishan (ZSWY);China;CN
ZSWZ;Wenzhou (ZSWZ);China;CN
ZSXZ;Xuzhou (ZSXZ);China;CN
ZSYN;Yancheng (ZSYN);China;CN
ZSYT;Yantai (ZSYT);China;CN
ZSYW;Yiwu (ZSYW);China;CN
ZSZS;Zhoushan (ZSZS);China;CN
ZUAL;Shiquanhe (ZUAL);China;CN
ZUAS;Anshun (ZUAS);China;CN
ZUBD;Bangda (ZUBD);China;CN
ZUCK;Chongqing (ZUCK);China;CN
ZUDX;Dazhou (ZUDX);China;CN
ZUGU;Guangyuan (ZUGU);China;CN
ZUGY;Guiyang (ZUGY);China;CN
ZUJZ;Jiuzhaigou (ZUJZ);China;CN
ZULP;Liangping (ZULP);China;CN
ZULS;Lhasa (ZULS);China;CN
ZULZ;Luzhou (ZULZ);China;CN
ZUMY;Mianyang (ZUMY);China;CN
ZUNC;Nanchong (ZUNC);China;CN
ZUNZ;Nyingchi (ZUNZ);China;CN
ZUQJ;Chongqing (ZUQJ);China;CN
ZUTC;Tengchong (ZUTC);China;CN
ZUTF;Tianfu (ZUTF);China;CN
ZUTR;Tongren Fenghuang (ZUTR);China;CN
ZUUU;Chengdu (ZUUU);China;CN
ZUWX;Wanxian (ZUWX);China;CN
ZUXC;Xichang (ZUXC);China;CN
ZUYB;Yibin (ZUYB);China;CN
ZUYI;Xingyi (ZUYI);China;CN
ZUZY;Zunyi (ZUZY);China;CN
ZWAK;Aksu (ZWAK);China;CN
ZWAT;Altay (ZWAT);China;CN
ZWBL;Bole (ZWBL);China;CN
ZWCM;Qiemo (ZWCM);China;CN
ZWHM;Hami (ZWHM);China;CN
ZWKC;Kuqa (ZWKC);China;CN
ZWKL;Korla (ZWKL);China;CN
ZWKM;Karamay (ZWKM);China;CN
ZWSH;Kashgar (ZWSH);China;CN
ZWSS;Shanshan (ZWSS);China;CN
ZWTC;Tacheng (ZWTC);China;CN
ZWTN;Hotan (ZWTN);China;CN
ZWWW;Urumqi (ZWWW);China;CN
ZWYN;Yining (ZWYN);China;CN
ZYAS;Anshan (ZYAS);China;CN
ZYCC;Changchun (ZYCC);China;CN
ZYCH;Changhai (ZYCH);China;CN
ZYCY;Chaoyang (ZYCY);China;CN
ZYDD;Dandong (ZYDD);China;CN
ZYDQ;Daqing Shi (ZYDQ);China;CN
ZYHB;Harbin (ZYHB);China;CN
ZYHE;Heihe (ZYHE);China;CN
ZYJL;Jilin (ZYJL);China;CN
ZYJM;Jiamusi (ZYJM);China;CN
ZYJZ;Jinzhou (ZYJZ);China;CN
ZYLD;Yichun (ZYLD);China;CN
ZYLS;Yushu (ZYLS);China;CN
ZYMD;Mudanjiang (ZYMD);China;CN
ZYMH;Mohe (ZYMH);China;CN
ZYQQ;Qiqihar (ZYQQ);China;CN
ZYTH;Tahe (ZYTH);China;CN
ZYTL;Dalian (ZYTL);China;CN
ZYTN;Tonghua (ZYTN);China;CN
ZYTX;Shenyang (ZYTX);China;CN
ZYXC;Xingcheng Air Base (ZYXC);China;CN
ZYYJ;Yanji (ZYYJ);China;CN
ZYYY;Shenyang (ZYYY);China;CN
SK53;Surimena (SK53);Colombia;CO
SKAC;Araracuara (SKAC);Colombia;CO
SKAD;Acandi (SKAD);Colombia;CO
SKAG;Aguachica (SKAG);Colombia;CO
SKAM;Amalfi (SKAM);Colombia;CO
SKAN;Andes (SKAN);Colombia;CO
SKAP;Apiay (SKAP);Colombia;CO
SKAR;Armenia (SKAR);Colombia;CO
SKAS;Puerto Asis (SKAS);Colombia;CO
SKBC;El Banco (SKBC);Colombia;CO
SKBE;Becerril (SKBE);Colombia;CO
SKBG;Bucaramanga (SKBG);Colombia;CO
SKBN;Fonseca (SKBN);Colombia;CO
SKBO;Bogota (SKBO);Colombia;CO
SKBQ;Barranquilla (SKBQ);Colombia;CO
SKBR;Berastegui (SKBR);Colombia;CO
SKBS;Bahia Solano (SKBS);Colombia;CO
SKBU;Buenaventura (SKBU);Colombia;CO
SKCA;Capurgana (SKCA);Colombia;CO
SKCB;Carmen De Bolivar (SKCB);Colombia;CO
SKCC;Cucuta (SKCC);Colombia;CO
SKCD;Condoto (SKCD);Colombia;CO
SKCG;Cartagena (SKCG);Colombia;CO
SKCH;Cartagena Del Chiara (SKCH);Colombia;CO
SKCI;Puerto Lopez (SKCI);Colombia;CO
SKCL;Cali (SKCL);Colombia;CO
SKCM;Cimitarra (SKCM);Colombia;CO
SKCN;Cravo Norte (SKCN);Colombia;CO
SKCO;Tumaco (SKCO);Colombia;CO
SKCP;Bahia Solano (SKCP);Colombia;CO
SKCR;Caruru (SKCR);Colombia;CO
SKCU;Caucasia (SKCU);Colombia;CO
SKCV;Covenas (SKCV);Colombia;CO
SKCZ;Corozal (SKCZ);Colombia;CO
SKEB;El Bagre (SKEB);Colombia;CO
SKEJ;Barrancabermeja (SKEJ);Colombia;CO
SKFL;Florencia (SKFL);Colombia;CO
SKFR;Quipama (SKFR);Colombia;CO
SKFU;Fundacion (SKFU);Colombia;CO
SKGA;La Gaviota (SKGA);Colombia;CO
SKGB;Cali (SKGB);Colombia;CO
SKGI;Girardot (SKGI);Colombia;CO
SKGO;Cartago (SKGO);Colombia;CO
SKGP;Guapi (SKGP);Colombia;CO
SKGY;Chia (SKGY);Colombia;CO
SKGZ;Garzon (SKGZ);Colombia;CO
SKHA;Chaparral (SKHA);Colombia;CO
SKHC;Hato Corozal (SKHC);Colombia;CO
SKIB;Ibague (SKIB);Colombia;CO
SKIG;Chigorodo (SKIG);Colombia;CO
SKIO;Limon (SKIO);Colombia;CO
SKIP;Ipiales (SKIP);Colombia;CO
SKLA;Malaga (SKLA);Colombia;CO
SKLC;Carepa (SKLC);Colombia;CO
SKLG;Puerto Leguizamo (SKLG);Colombia;CO
SKLM;La Mina-Maicao (SKLM);Colombia;CO
SKLP;La Pedrera (SKLP);Colombia;CO
SKLT;Leticia (SKLT);Colombia;CO
SKMA;Madrid (SKMA);Colombia;CO
SKMD;Medellin (SKMD);Colombia;CO
SKME;Melgar (SKME);Colombia;CO
SKMF;Miraflores (SKMF);Colombia;CO
SKMG;Magangue (SKMG);Colombia;CO
SKMJ;Maicao (SKMJ);Colombia;CO
SKML;Montelibano (SKML);Colombia;CO
SKMN;Mani (SKMN);Colombia;CO
SKMP;Mompos (SKMP);Colombia;CO
SKMR;Monteria (SKMR);Colombia;CO
SKMU;Mitu (SKMU);Colombia;CO
SKMZ;Manizales (SKMZ);Colombia;CO
SKNC;Necocli (SKNC);Colombia;CO
SKNQ;Nuqui (SKNQ);Colombia;CO
SKNV;Neiva (SKNV);Colombia;CO
SKOC;Ocana (SKOC);Colombia;CO
SKOE;Orocue (SKOE);Colombia;CO
SKOL;Puerto Lopez (SKOL);Colombia;CO
SKOR;Orito (SKOR);Colombia;CO
SKOT;El Rhin (SKOT);Colombia;CO
SKPA;Paipa (SKPA);Colombia;CO
SKPB;Portete (SKPB);Colombia;CO
SKPC;Puerto Carreno (SKPC);Colombia;CO
SKPD;Puerto Inirida (SKPD);Colombia;CO
SKPE;Pereira (SKPE);Colombia;CO
SKPG;Puerto Gaitan (SKPG);Colombia;CO
SKPI;Pitalito (SKPI);Colombia;CO
SKPL;Plato (SKPL);Colombia;CO
SKPN;Armenia (SKPN);Colombia;CO
